Time,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
2017-06-17 02:29:44,4.5,675.65,2,1,1,172.1,6.99,403.18,0.0,1,1,1,1,1,1,1,18.08,2.04,986.98,1,2,1,1,2,1,0,213.95,1.65,944.0,2,1,1,1,2,7.13,236.02,262.46,38.45,1.66,1.33,0.61,0.31,2,1,261.84,0.98,183.49,0.0,1,1,1
2017-06-17 02:30:22,4.49,711.92,2,1,1,172.14,7.02,401.56,0.0,1,1,1,1,1,1,1,18.16,2.05,972.15,1,2,1,1,2,1,0,213.66,1.65,946.33,2,1,1,1,2,7.13,235.68,262.14,38.18,1.66,1.33,0.61,0.31,2,1,262.1,0.96,183.41,0.0,1,1,1
2017-06-17 02:31:00,4.49,743.65,2,1,1,172.1,7.03,401.21,0.0,1,1,1,1,1,1,1,18.13,2.04,956.09,1,2,1,1,2,1,0,214.02,1.65,951.05,2,1,1,1,2,7.13,235.84,261.98,38.18,1.66,1.34,0.61,0.32,2,1,261.97,1.03,183.53,0.0,1,1,1
2017-06-17 02:31:38,4.5,781.41,2,1,1,172.1,7.05,400.47,0.0,1,1,1,1,1,1,1,18.03,2.04,941.71,1,2,1,1,2,1,0,214.18,1.65,952.16,2,1,1,1,2,7.13,236.32,261.73,38.26,1.65,1.34,0.61,0.31,2,1,262.17,0.95,183.52,0.0,1,1,1
2017-06-17 02:32:16,4.38,807.66,0,1,1,172.1,7.06,400.79,0.0,1,1,1,1,1,1,1,18.2,2.04,926.78,1,2,1,1,2,1,0,213.97,1.65,954.38,2,1,1,1,2,7.13,235.91,261.54,38.3,1.66,1.38,0.61,0.32,2,1,261.96,0.95,183.27,0.0,1,1,1
2017-06-17 02:32:54,0.0,818.37,1,1,1,172.1,7.06,400.79,0.0,1,1,1,1,1,1,1,18.08,2.04,909.82,1,2,1,1,2,1,0,214.18,1.65,958.61,2,1,1,1,2,7.13,236.14,261.12,37.84,1.66,1.32,0.61,0.31,2,1,261.92,1.03,183.56,0.0,1,1,1
2017-06-17 02:33:32,0.0,818.83,1,1,1,172.1,7.07,400.54,0.0,1,1,1,1,1,1,1,18.13,2.04,895.5,1,2,1,1,2,1,0,213.82,1.65,961.46,2,1,1,1,2,7.13,235.91,260.86,37.99,1.66,1.36,0.61,0.31,2,1,262.27,1.01,183.33,0.0,1,1,1
2017-06-17 02:34:10,0.0,819.74,1,1,1,172.1,7.07,400.54,0.0,1,1,1,1,1,1,1,18.17,2.04,879.34,1,2,1,1,2,1,0,214.2,1.65,963.31,2,1,1,1,2,7.13,236.16,260.45,38.07,1.66,1.35,0.61,0.31,2,1,262.13,1.06,183.43,0.0,1,1,1
2017-06-17 02:34:48,0.0,818.31,1,1,1,172.1,7.07,400.23,0.0,1,1,1,1,1,1,1,18.13,2.04,864.01,1,2,1,1,2,1,0,214.36,1.65,966.22,2,1,1,1,2,7.13,236.45,260.16,37.72,1.66,1.34,0.61,0.31,2,1,261.84,1.04,183.53,0.0,1,1,1
2017-06-17 02:35:26,0.0,819.11,1,1,1,172.1,7.07,400.33,0.0,1,1,1,1,1,1,1,18.19,2.04,847.46,1,2,1,1,2,1,0,214.28,1.65,969.91,2,1,1,1,2,7.12,236.27,260.09,37.8,1.66,1.35,0.61,0.31,2,1,261.86,1.01,183.48,0.0,1,1,1
2017-06-17 02:36:04,0.0,820.24,1,1,1,172.1,7.07,400.18,0.0,1,1,1,1,1,1,1,18.08,2.04,832.17,1,2,1,1,2,1,0,214.48,1.65,971.05,2,1,1,1,2,7.12,236.4,259.93,37.68,1.66,1.35,0.61,0.31,2,1,261.95,1.01,183.62,0.0,1,1,1
2017-06-17 02:36:42,0.0,819.86,1,1,1,172.1,7.07,400.21,0.0,1,1,1,1,1,1,1,18.13,2.04,817.18,1,2,1,1,2,1,0,214.36,1.65,974.93,2,1,1,1,2,7.12,236.27,259.64,37.87,1.66,1.37,0.61,0.31,2,1,262.05,0.96,183.48,0.0,1,1,1
2017-06-17 02:37:20,0.0,820.46,1,1,1,172.17,7.07,400.37,0.0,1,1,1,1,1,1,1,18.15,2.04,799.79,1,2,1,1,2,1,0,214.59,1.65,978.52,2,1,1,1,2,7.12,236.66,259.29,37.64,1.66,1.38,0.61,0.31,2,1,261.7,1.03,183.28,0.0,1,1,1
2017-06-17 02:37:58,0.0,810.64,1,2,1,172.07,7.01,400.44,2.39,2,2,1,1,1,2,1,18.14,2.04,792.34,1,2,1,1,2,1,0,214.1,1.65,980.03,2,1,1,1,2,7.12,236.04,258.97,37.72,1.66,1.35,0.61,0.31,2,1,261.96,0.96,183.35,0.0,1,1,1
2017-06-17 02:38:36,0.0,790.26,1,2,1,172.17,7.86,352.27,2.39,2,2,1,2,1,2,1,18.05,2.04,794.79,1,2,1,1,2,1,0,214.66,1.65,983.22,2,1,1,1,2,7.12,236.61,258.68,37.5,1.66,1.37,0.61,0.31,2,1,261.78,0.96,183.43,0.0,1,1,1
2017-06-17 02:39:14,0.0,774.1,1,2,1,171.98,7.34,375.52,2.38,2,2,1,2,1,2,1,18.12,2.04,797.91,1,2,1,1,2,1,0,214.82,1.65,986.86,2,1,1,1,2,7.12,236.81,258.49,37.84,1.66,1.37,0.61,0.32,2,1,261.85,0.98,183.33,0.0,1,1,1
2017-06-17 02:39:51,0.0,756.28,1,2,1,172.14,7.0,395.22,2.38,2,2,1,2,1,2,1,18.11,2.04,801.48,1,2,1,1,1,1,0,214.61,1.65,990.4,2,1,1,1,2,7.12,236.45,258.2,37.61,1.66,1.35,0.61,0.31,2,1,261.7,0.98,183.32,0.0,1,1,1
2017-06-17 02:40:29,0.0,737.85,1,2,1,172.14,6.96,396.52,2.38,2,2,1,1,1,2,1,0.02,0.0,813.37,2,1,2,1,1,1,0,214.82,1.65,985.1,2,1,1,1,2,7.12,236.79,257.85,37.41,1.66,1.36,0.61,0.31,2,1,261.85,1.01,183.24,1.73,1,2,1
2017-06-17 02:41:07,0.0,720.28,1,2,1,172.14,7.46,372.89,2.38,2,2,1,2,1,2,1,3.4,0.35,832.77,1,1,2,2,1,1,0,214.48,1.65,972.63,2,1,1,1,2,7.12,236.04,257.56,37.45,1.66,1.37,0.61,0.31,2,1,261.94,0.95,183.24,0.0,1,1,1
2017-06-17 02:41:45,0.0,702.15,1,2,1,172.14,7.12,390.74,2.38,2,2,1,2,1,2,1,4.48,0.35,844.29,1,1,0,2,2,1,0,214.84,1.65,960.96,2,1,1,1,2,7.12,236.73,257.56,37.45,1.66,1.36,0.61,0.31,2,1,261.68,0.93,183.11,0.0,1,1,1
2017-06-17 02:42:23,0.0,684.51,1,2,1,172.14,6.87,403.96,2.38,2,2,1,1,1,2,1,11.51,2.09,853.15,1,2,1,2,2,1,0,214.59,1.65,949.59,2,1,1,1,2,7.12,236.73,257.56,37.68,1.66,1.38,0.61,0.31,2,1,261.49,0.98,183.21,0.0,1,1,1
2017-06-17 02:43:01,0.0,665.78,1,2,1,172.1,7.39,373.16,2.38,2,2,1,2,1,2,1,18.19,2.04,855.23,1,2,1,1,2,1,0,214.96,1.65,942.97,2,1,1,1,2,7.12,236.68,257.72,37.61,1.66,1.35,0.61,0.31,2,1,261.44,0.98,183.05,0.0,1,1,1
2017-06-17 02:43:39,0.0,649.07,1,2,1,172.14,7.19,387.42,2.38,2,2,1,2,1,2,1,18.19,2.05,856.18,1,2,1,1,2,1,0,214.92,1.65,948.37,2,1,1,1,2,7.12,236.96,257.88,37.41,1.66,1.35,0.61,0.31,2,1,261.57,0.98,183.24,0.0,1,1,1
2017-06-17 02:44:17,0.0,631.13,1,2,1,172.14,6.89,403.19,2.37,2,1,1,1,1,2,1,18.16,2.05,861.87,1,2,1,1,2,1,0,215.0,1.65,949.17,2,1,1,1,2,7.11,236.84,260.89,37.49,1.66,1.36,0.61,0.31,2,1,261.65,0.96,183.13,0.0,1,1,1
2017-06-17 02:44:55,0.0,612.74,1,2,1,172.14,7.14,384.06,2.37,2,1,1,2,1,2,1,18.27,2.04,864.72,1,2,1,1,2,1,0,214.79,1.65,952.24,2,1,1,1,2,7.11,236.79,274.03,37.3,1.66,1.36,0.61,0.31,2,1,261.68,1.04,183.29,0.0,1,1,1
2017-06-17 02:45:33,0.0,596.23,1,2,1,172.14,7.4,377.28,2.37,2,1,1,2,1,2,1,18.28,2.04,864.72,1,2,1,1,2,1,0,214.02,1.65,954.33,2,1,1,1,2,7.11,236.08,270.76,37.57,1.66,1.34,0.61,0.31,2,1,261.68,0.98,183.32,0.0,1,1,1
2017-06-17 02:46:11,0.0,579.57,1,2,1,172.14,7.01,396.92,2.37,2,1,1,2,1,2,1,18.16,2.04,870.08,1,2,1,1,2,1,0,214.36,1.65,956.92,2,1,1,1,2,7.11,236.09,267.98,37.68,1.66,1.35,0.61,0.31,2,1,261.86,0.98,183.56,0.0,1,1,1
2017-06-17 02:46:49,0.0,562.83,1,2,1,172.14,6.9,401.03,2.37,2,1,1,1,1,2,1,18.21,2.04,871.13,1,2,1,1,2,1,0,214.26,1.65,960.4,2,1,1,1,2,7.12,235.95,267.34,37.99,1.66,1.36,0.61,0.31,2,1,261.92,0.98,183.65,0.0,1,1,1
2017-06-17 02:47:27,0.0,543.86,1,2,1,172.14,7.4,376.16,2.37,2,1,1,2,1,2,1,18.38,2.04,873.01,1,2,1,1,2,1,0,214.07,1.65,963.41,2,1,1,1,2,7.12,235.89,266.21,38.49,1.66,1.34,0.61,0.32,2,1,261.98,0.98,183.59,0.0,1,1,1
2017-06-17 02:48:05,0.0,525.39,1,2,1,172.14,7.08,395.4,2.37,2,1,1,2,1,2,1,18.25,2.04,877.1,1,2,1,1,2,1,0,214.41,1.65,968.23,2,1,1,1,2,7.12,235.85,265.44,38.17,1.66,1.33,0.61,0.31,2,1,262.02,0.98,183.51,0.0,1,1,1
2017-06-17 02:48:43,0.0,507.42,1,2,1,172.14,6.86,404.84,2.37,2,1,1,1,1,2,1,18.24,2.04,878.78,1,2,1,1,2,1,0,214.02,1.65,968.86,2,1,1,1,2,7.12,235.53,265.25,38.37,1.66,1.35,0.61,0.31,2,1,262.0,0.93,183.67,0.0,1,1,1
2017-06-17 02:49:21,4.65,496.72,2,2,1,172.14,7.39,373.9,2.36,2,1,1,2,1,2,1,18.23,2.05,880.71,1,2,1,1,2,1,0,214.23,1.65,970.85,2,1,1,1,2,7.12,235.91,265.02,38.3,1.66,1.37,0.61,0.32,2,1,262.13,1.01,183.64,0.0,1,1,1
2017-06-17 02:49:59,4.43,510.45,2,2,1,172.14,7.13,391.97,2.37,2,1,1,2,1,2,1,18.24,2.04,884.15,1,2,1,1,2,1,0,213.79,1.65,976.0,2,1,1,1,2,7.12,235.33,264.77,38.3,1.66,1.36,0.61,0.31,2,1,262.18,0.98,183.56,0.0,1,1,1
2017-06-17 02:50:37,4.49,524.82,2,2,1,172.14,6.85,407.26,2.37,2,1,1,1,1,2,1,18.23,2.04,886.99,1,2,1,1,2,1,0,214.28,1.64,976.69,2,1,1,1,2,7.12,236.07,264.48,38.07,1.66,1.35,0.61,0.31,2,1,262.0,0.96,183.57,0.0,1,1,1
2017-06-17 02:51:15,4.49,540.74,2,2,1,172.14,7.26,380.49,2.37,2,1,1,2,1,2,1,18.26,2.04,887.51,1,2,1,1,2,1,0,214.23,1.65,981.38,2,1,1,1,2,7.12,236.07,264.16,38.45,1.66,1.34,0.61,0.31,2,1,262.08,1.07,183.53,0.0,1,1,1
2017-06-17 02:51:53,4.49,558.39,2,2,1,172.14,7.22,387.06,2.37,2,1,1,2,1,2,1,18.28,2.04,892.16,1,2,1,1,2,1,0,214.3,1.64,984.56,2,1,1,1,2,7.12,235.97,263.97,38.45,1.66,1.35,0.61,0.31,2,1,262.11,0.98,183.48,0.0,1,1,1
2017-06-17 02:52:31,4.49,573.09,2,2,1,172.14,6.92,404.05,2.37,2,1,1,1,1,2,1,18.25,2.05,893.76,1,2,1,1,2,1,0,214.56,1.65,984.94,2,1,1,1,2,7.12,236.3,263.67,38.22,1.66,1.36,0.61,0.32,2,1,261.87,1.04,183.51,0.0,1,1,1
2017-06-17 02:53:09,4.49,591.2,2,2,1,172.14,7.04,392.58,2.37,2,1,1,1,1,2,1,18.25,2.04,895.52,1,2,1,1,2,1,0,214.14,1.65,986.96,2,1,1,1,2,7.12,235.76,263.3,38.37,1.66,1.36,0.61,0.31,2,1,262.08,0.98,183.59,0.0,1,1,1
2017-06-17 02:53:47,4.59,604.56,2,2,1,172.14,7.38,377.58,2.37,2,1,1,2,1,2,1,18.29,2.04,899.25,1,2,1,1,2,1,0,214.53,1.65,991.1,2,1,1,1,2,7.12,236.14,263.04,38.12,1.66,1.35,0.61,0.31,2,1,262.14,0.96,183.61,0.0,1,1,1
2017-06-17 02:54:25,4.49,619.57,2,2,1,172.14,6.96,401.1,2.37,2,1,1,2,1,2,1,18.29,2.04,901.29,1,2,1,1,2,1,0,214.15,1.65,995.21,2,1,1,1,2,7.12,235.97,262.69,38.49,1.66,1.37,0.61,0.31,2,1,262.05,0.96,183.57,0.0,1,1,1
2017-06-17 02:55:03,4.48,630.8,2,2,1,172.14,6.98,396.51,2.38,2,1,1,1,1,2,1,18.3,2.04,902.21,1,2,1,1,2,1,0,214.56,1.65,995.3,2,1,1,1,2,7.12,236.14,262.14,38.41,1.66,1.37,0.61,0.31,2,1,262.03,1.01,183.57,0.0,1,1,1
2017-06-17 02:55:41,4.51,651.6,2,2,1,172.23,7.41,376.65,2.37,2,1,1,2,1,2,1,11.6,1.61,907.62,1,0,1,1,1,1,0,214.74,1.65,1000.55,2,1,1,1,2,7.12,236.68,261.82,38.26,1.66,1.34,0.61,0.32,2,1,262.08,1.01,183.53,0.0,1,1,1
2017-06-17 02:56:18,4.51,665.7,2,2,1,172.23,7.01,398.74,2.37,2,1,1,2,1,2,1,2.87,0.0,920.69,1,1,1,1,1,1,0,214.69,1.65,994.7,2,1,1,1,2,7.12,236.32,261.26,38.61,1.66,1.34,0.61,0.31,2,1,262.03,0.96,183.53,0.0,1,1,1
2017-06-17 02:56:56,4.48,678.81,2,2,1,172.16,6.9,400.07,2.38,2,1,1,1,1,2,1,2.89,0.0,939.1,1,1,1,1,1,1,0,214.82,1.65,982.95,2,1,1,1,2,7.12,236.48,261.25,38.49,1.66,1.36,0.61,0.31,2,1,261.85,1.03,183.51,0.0,1,1,1
2017-06-17 02:57:34,4.48,698.89,2,2,1,172.17,7.44,375.11,2.38,2,1,1,2,1,2,1,2.92,0.0,956.81,1,1,1,1,1,1,0,214.43,1.65,972.4,2,1,1,1,2,7.12,236.04,261.05,37.87,1.66,1.35,0.61,0.31,2,1,262.16,0.96,183.33,0.0,1,1,1
2017-06-17 02:58:12,4.49,710.33,2,2,1,172.17,7.04,395.99,2.38,2,1,1,2,1,2,1,2.92,0.0,975.9,1,1,1,1,1,1,0,214.82,1.65,959.46,2,1,1,1,2,7.12,236.53,260.93,38.37,1.66,1.34,0.61,0.32,2,1,261.7,0.98,183.37,0.0,1,1,1
2017-06-17 02:58:50,4.51,725.7,2,2,1,172.17,6.85,404.51,2.38,2,1,1,1,1,2,1,2.92,0.0,993.61,1,1,1,1,1,1,0,214.77,1.65,947.46,2,1,1,1,2,7.12,236.68,261.09,38.03,1.66,1.38,0.61,0.32,2,1,261.87,0.98,183.4,0.0,1,1,1
2017-06-17 02:59:28,4.5,748.61,2,1,1,172.17,7.39,378.25,0.0,1,1,1,1,1,1,1,2.93,0.0,1005.71,1,1,1,1,1,1,0,214.84,1.65,936.95,2,1,1,1,2,7.11,236.55,261.06,38.07,1.66,1.34,0.61,0.31,2,1,262.0,0.98,183.61,0.0,1,1,1
2017-06-17 03:00:06,4.49,783.2,2,1,1,172.14,7.5,372.85,0.0,1,1,1,1,1,1,1,2.93,0.0,1006.67,1,1,1,1,1,1,0,215.03,1.65,925.11,2,1,1,1,2,7.12,236.68,261.05,38.07,1.66,1.38,0.61,0.31,2,1,261.92,1.03,183.37,0.0,1,1,1
2017-06-17 03:00:44,0.21,811.34,1,1,1,172.14,7.55,370.04,0.0,1,1,1,1,1,1,1,2.93,0.0,1008.28,1,1,1,1,1,1,0,214.71,1.65,913.86,2,1,1,1,2,7.12,236.4,261.09,38.03,1.66,1.36,0.61,0.32,2,1,261.7,0.98,183.37,0.0,1,1,1
2017-06-17 03:01:22,0.0,813.29,1,1,1,172.14,7.58,367.65,0.0,1,1,1,1,1,1,1,2.93,0.0,1006.71,1,1,1,1,1,1,0,214.94,1.65,902.11,2,1,1,1,2,7.12,236.71,261.09,38.07,1.66,1.35,0.61,0.31,2,1,261.68,0.98,183.43,0.0,1,1,1
2017-06-17 03:02:00,0.0,815.4,1,1,1,172.14,7.62,365.96,0.0,1,1,1,1,1,1,1,2.93,0.0,1007.75,1,1,1,1,1,1,0,214.48,1.65,889.73,2,1,1,1,2,7.12,236.07,261.09,38.27,1.66,1.33,0.61,0.31,2,1,261.65,0.96,183.35,0.0,1,1,1
2017-06-17 03:02:38,0.0,814.75,1,1,1,172.14,7.64,364.8,0.0,1,1,1,1,1,1,1,2.93,0.0,1007.07,1,1,1,1,1,1,0,214.92,1.64,877.35,2,1,1,1,2,7.12,236.66,261.09,38.03,1.66,1.35,0.61,0.31,2,1,262.08,0.98,183.24,0.0,1,1,1
2017-06-17 03:03:16,0.0,815.23,1,1,1,172.01,7.66,363.43,0.0,1,1,1,1,1,1,1,2.93,0.0,1006.67,1,1,1,1,1,1,0,214.87,1.65,867.32,2,1,1,1,2,7.12,236.48,261.09,38.11,1.66,1.37,0.61,0.32,2,1,261.36,0.98,183.13,0.0,1,1,1
2017-06-17 03:03:54,0.0,816.42,1,1,1,172.17,7.69,362.33,0.0,1,1,1,1,1,1,1,2.93,0.0,1006.55,1,1,1,1,1,1,0,214.79,1.65,854.9,2,1,1,1,2,7.12,236.48,261.09,37.99,1.66,1.34,0.61,0.32,2,1,261.78,0.96,183.19,0.0,1,1,1
2017-06-17 03:04:32,0.0,814.57,1,1,1,172.17,7.71,361.01,0.0,1,1,1,1,1,1,1,2.93,0.0,1006.55,1,1,1,1,1,1,0,214.94,1.65,842.61,2,1,1,1,2,7.12,236.66,261.02,37.91,1.66,1.37,0.61,0.31,2,1,261.49,1.03,183.19,0.0,1,1,1
2017-06-17 03:05:10,0.0,814.83,1,1,1,172.17,7.72,360.37,0.0,1,1,1,1,1,1,1,2.93,0.0,1006.75,1,1,1,1,1,1,0,214.67,1.65,830.22,2,1,1,1,2,7.11,236.09,261.12,37.64,1.66,1.35,0.61,0.31,2,1,261.57,0.98,183.03,0.0,1,1,1
2017-06-17 03:05:48,0.0,816.19,1,1,1,172.1,7.73,359.55,0.0,1,1,1,1,1,1,1,2.93,0.0,1007.23,1,1,1,1,1,1,0,214.94,1.65,819.75,2,1,1,1,2,7.11,236.61,261.12,37.72,1.66,1.37,0.61,0.32,2,1,261.47,0.95,183.03,0.0,1,1,1
2017-06-17 03:06:26,0.0,816.03,1,1,1,172.17,7.75,358.4,0.0,1,1,1,1,1,1,1,2.93,0.0,1006.71,1,1,1,1,1,1,0,214.33,1.64,807.95,2,1,1,1,2,7.12,235.91,261.12,37.99,1.66,1.37,0.61,0.31,2,1,261.68,1.01,183.03,0.0,1,1,1
2017-06-17 03:07:04,0.0,815.68,1,1,1,172.1,7.76,357.93,0.0,1,1,1,1,1,1,1,5.12,0.18,1006.71,1,1,1,2,2,1,0,214.82,1.65,794.5,2,1,1,1,2,7.11,236.3,261.12,38.03,1.66,1.37,0.61,0.32,2,1,261.33,0.95,183.05,0.0,1,1,1
2017-06-17 03:07:42,0.0,816.31,1,1,1,172.1,7.77,356.99,0.0,1,1,1,1,1,1,1,12.11,2.11,994.1,1,2,1,0,2,1,0,214.87,1.65,784.01,2,1,1,1,2,7.12,236.73,261.12,37.9,1.66,1.37,0.61,0.32,2,1,261.31,0.93,182.97,0.0,1,1,1
2017-06-17 03:08:20,0.0,816.67,1,1,1,172.14,7.79,356.34,0.0,1,1,1,1,1,1,1,18.51,2.05,978.67,1,2,1,1,2,1,0,214.69,1.65,778.21,2,1,1,1,2,7.12,236.32,261.12,37.72,1.66,1.33,0.61,0.32,2,1,261.43,0.96,183.01,0.0,1,1,1
2017-06-17 03:08:58,0.0,815.36,1,1,1,172.14,7.79,355.32,0.0,1,1,1,1,1,1,1,18.53,2.04,963.82,1,2,1,1,2,1,0,214.74,1.65,782.72,2,1,1,1,2,7.12,236.32,261.34,37.99,1.66,1.34,0.61,0.32,2,1,261.28,0.95,183.05,0.0,1,1,1
2017-06-17 03:09:36,0.0,815.9,1,1,1,172.23,7.81,355.27,0.0,1,1,1,1,1,1,1,18.5,2.05,948.51,1,2,1,1,2,1,0,214.36,1.65,783.2,2,1,1,1,2,7.12,236.14,260.8,38.03,1.65,1.35,0.61,0.32,2,1,261.47,0.95,183.11,0.0,1,1,1
2017-06-17 03:10:14,0.0,816.17,1,1,1,172.14,7.81,354.73,0.0,1,1,1,1,1,1,1,18.53,2.05,932.49,1,2,1,1,2,1,0,214.79,1.65,787.53,2,1,1,1,2,7.12,236.23,259.83,38.07,1.66,1.37,0.61,0.32,2,1,261.31,0.96,182.87,0.0,1,1,1
2017-06-17 03:10:52,0.0,816.49,1,1,1,172.23,7.82,354.09,0.0,1,1,1,1,1,1,1,18.5,2.05,916.3,1,2,1,1,2,1,0,214.73,1.65,790.82,2,1,1,1,2,7.12,236.61,258.94,38.03,1.66,1.35,0.61,0.31,2,1,261.55,0.94,183.03,0.0,1,1,1
2017-06-17 03:11:30,0.0,816.73,1,1,1,172.14,7.82,353.73,0.0,1,1,1,1,1,1,1,18.54,2.04,901.56,1,2,1,1,2,1,0,214.82,1.64,794.11,2,1,1,1,2,7.12,236.58,258.3,37.84,1.66,1.34,0.61,0.32,2,1,261.63,0.96,183.13,0.0,1,1,1
2017-06-17 03:12:07,0.0,815.72,1,1,1,172.14,7.83,353.06,0.0,1,1,1,1,1,1,1,18.61,2.05,885.36,1,2,1,1,2,1,0,215.2,1.65,798.37,2,1,1,1,2,7.12,236.58,257.72,37.61,1.66,1.33,0.61,0.31,2,1,261.38,0.95,183.08,0.0,1,1,1
2017-06-17 03:12:45,0.0,816.19,1,1,1,172.14,7.83,352.94,0.0,1,1,1,1,1,1,1,18.49,2.04,870.8,1,2,1,1,2,1,0,214.69,1.65,800.47,2,1,1,1,2,7.12,236.48,257.08,37.64,1.66,1.34,0.61,0.31,2,1,261.28,0.95,183.0,0.0,1,1,1
2017-06-17 03:13:23,0.0,816.39,1,1,1,172.26,7.84,352.19,0.0,1,1,1,1,1,1,1,18.53,2.04,854.65,1,2,1,1,2,1,0,215.0,1.65,802.49,2,1,1,1,2,7.12,236.68,256.76,37.3,1.66,1.36,0.61,0.31,2,1,261.32,0.98,182.84,0.0,1,1,1
2017-06-17 03:14:01,0.0,815.68,1,1,1,172.26,7.85,352.11,0.0,1,1,1,1,1,1,1,18.53,2.05,840.17,1,2,1,1,2,1,0,214.56,1.65,806.27,2,1,1,1,2,7.12,236.18,256.25,37.64,1.66,1.36,0.61,0.31,2,1,261.55,0.95,182.87,0.0,1,1,1
2017-06-17 03:14:39,0.0,814.94,1,1,1,172.1,7.85,351.91,0.0,1,1,1,1,1,1,1,18.55,2.04,823.78,1,2,1,1,2,1,0,214.97,1.64,809.52,2,1,1,1,2,7.12,236.86,255.45,37.61,1.66,1.36,0.61,0.31,2,1,261.17,0.98,182.93,0.0,1,1,1
2017-06-17 03:15:17,0.0,816.8,1,1,1,172.14,7.86,351.35,0.0,1,1,1,1,1,1,1,18.56,2.04,808.01,1,2,1,1,2,1,0,214.97,1.65,812.1,2,1,1,1,2,7.12,236.73,254.84,37.45,1.66,1.37,0.61,0.32,2,1,261.3,0.98,182.81,0.0,1,1,1
2017-06-17 03:15:55,0.0,816.15,1,2,1,172.94,7.83,356.5,1.11,2,1,1,1,1,1,1,18.47,2.04,793.24,1,2,1,1,2,1,0,214.92,1.65,814.06,2,1,1,1,2,7.12,236.48,254.55,37.34,1.66,1.35,0.61,0.31,2,1,261.15,0.98,182.92,0.0,1,1,1
2017-06-17 03:16:33,0.0,798.74,1,2,1,172.14,7.82,355.73,2.4,2,2,1,2,1,2,1,18.53,2.04,790.74,1,2,1,1,2,1,0,215.07,1.65,816.29,2,1,1,1,2,7.12,236.91,254.04,37.34,1.66,1.35,0.61,0.31,2,1,261.3,1.03,182.93,0.0,1,1,1
2017-06-17 03:17:11,0.0,779.84,1,2,1,172.14,7.43,368.62,2.39,2,2,1,2,1,2,1,18.58,2.04,794.39,1,2,1,1,2,1,0,214.92,1.65,818.52,2,1,1,1,2,7.12,236.35,253.88,37.03,1.66,1.37,0.61,0.31,2,1,261.12,0.96,182.76,0.0,1,1,1
2017-06-17 03:17:49,0.0,762.82,1,2,1,172.17,7.06,389.44,2.39,2,2,1,2,1,2,1,18.45,2.04,798.39,1,2,1,1,2,1,0,215.12,1.65,823.51,2,1,1,1,2,7.12,236.81,253.08,37.07,1.66,1.38,0.61,0.31,2,1,261.13,1.01,182.79,0.0,1,1,1
2017-06-17 03:18:27,0.0,744.22,1,2,1,172.14,6.9,399.84,2.39,2,2,1,1,1,2,1,18.5,2.04,802.73,1,2,1,1,2,1,0,214.92,1.65,825.42,2,1,1,1,2,7.12,236.95,252.72,36.76,1.66,1.34,0.61,0.31,2,1,261.57,1.03,182.85,0.0,1,1,1
2017-06-17 03:19:05,0.0,727.51,1,2,1,172.14,7.44,371.06,2.39,2,2,1,2,1,2,1,18.57,2.04,803.0,1,2,1,1,2,1,0,215.18,1.65,828.21,2,1,1,1,2,7.12,236.84,252.24,36.88,1.66,1.37,0.61,0.32,2,1,261.15,0.96,182.71,0.0,1,1,1
2017-06-17 03:19:43,0.0,709.0,1,2,1,172.23,7.15,387.98,2.39,2,2,1,2,1,2,1,18.55,2.04,804.76,1,2,1,1,2,1,0,215.33,1.65,830.06,2,1,1,1,2,7.12,236.99,251.83,36.88,1.66,1.38,0.61,0.31,2,1,261.33,0.98,182.65,0.0,1,1,1
2017-06-17 03:20:21,0.0,692.48,1,2,1,172.14,7.15,386.23,2.39,2,2,1,2,1,2,1,18.56,2.04,808.48,1,2,1,1,2,1,0,215.25,1.65,834.43,2,1,1,1,2,7.12,236.81,251.44,36.84,1.66,1.36,0.61,0.31,2,1,261.3,1.03,182.77,0.0,1,1,1
2017-06-17 03:20:59,0.0,671.26,1,2,1,172.14,7.3,378.56,2.39,2,2,1,2,1,2,1,18.59,2.04,811.79,1,2,1,1,2,1,0,215.38,1.65,837.79,2,1,1,1,2,7.12,236.94,251.22,36.49,1.66,1.34,0.61,0.31,2,1,261.24,1.03,182.79,0.0,1,1,1
2017-06-17 03:21:37,0.0,655.24,1,2,1,172.14,7.36,374.24,2.39,2,2,1,2,1,2,1,18.56,2.04,814.11,1,2,1,1,2,1,0,215.0,1.65,840.31,2,1,1,1,2,7.12,236.68,250.99,36.48,1.66,1.36,0.61,0.31,2,1,261.07,1.01,182.65,0.0,1,1,1
2017-06-17 03:22:15,0.0,637.82,1,2,1,172.14,7.39,372.93,2.39,2,2,1,2,1,2,1,18.54,2.04,814.94,1,2,1,1,2,1,0,215.35,1.65,842.73,2,1,1,1,2,7.12,236.94,250.83,36.68,1.66,1.37,0.61,0.31,2,1,261.39,1.01,182.71,0.0,1,1,1
